dataset,modality,context,risk_level,injector,targets_subdimension,is_target,dose,realized_dose,seed,dimension,subdimension,pretraining_score,n_records,n_flagged,threshold,exceeds_threshold,detector,units
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.03,0.024390243902439025,3,physical_safety,outcome_severity_exposure,0.15188679245283018,3180,483,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.05,0.04878048780487805,3,content_safety,label_integrity,0.2326231782638262,3180,476,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.05,0.04878048780487805,3,content_safety,representation_imbalance,0.22346904998344916,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.05,0.04878048780487805,3,physical_safety,measurement_range_violation,0.10377358490566038,3180,330,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.05,0.04878048780487805,3,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,204,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.05,0.04878048780487805,3,physical_safety,outcome_severity_exposure,0.15157232704402515,3180,482,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.0975609756097561,3,content_safety,label_integrity,0.23225942593196305,3180,478,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.1,0.0975609756097561,3,content_safety,representation_imbalance,0.22409798080105922,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.0975609756097561,3,physical_safety,measurement_range_violation,0.10408805031446541,3180,331,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.0975609756097561,3,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,204,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.0975609756097561,3,physical_safety,outcome_severity_exposure,0.15125786163522012,3180,481,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.1951219512195122,3,content_safety,label_integrity,0.2320297156343361,3180,476,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.2,0.1951219512195122,3,content_safety,representation_imbalance,0.22535584243627935,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.1951219512195122,3,physical_safety,measurement_range_violation,0.10345911949685535,3180,329,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.1951219512195122,3,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,204,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.1951219512195122,3,physical_safety,outcome_severity_exposure,0.15125786163522012,3180,481,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.2926829268292683,3,content_safety,label_integrity,0.2333222165558425,3180,474,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.3,0.2926829268292683,3,content_safety,representation_imbalance,0.22661370407149947,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.2926829268292683,3,physical_safety,measurement_range_violation,0.10345911949685535,3180,329,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.2926829268292683,3,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,204,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.2926829268292683,3,physical_safety,outcome_severity_exposure,0.15188679245283018,3180,483,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.3902439024390244,3,content_safety,label_integrity,0.23115028932362208,3180,472,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.4,0.3902439024390244,3,content_safety,representation_imbalance,0.2278715657067196,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.3902439024390244,3,physical_safety,measurement_range_violation,0.10345911949685535,3180,329,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.3902439024390244,3,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,204,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.3902439024390244,3,physical_safety,outcome_severity_exposure,0.1509433962264151,3180,480,0.1,True,outcome column base rate,fraction
