dataset,modality,context,injector,targets_subdimension,dimension,dose,realized_dose,seed,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.2,0.2,4,xgboost,750,250,fraction,0.707352380952381,0.094536241594702,0.2023122180199751,clean held-out test set (no pre-training detector reused),0.7916666666666666,0.010220125786163492,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.3,0.3,4,logreg,750,250,fraction,0.6317714285714287,0.12381141742797128,0.21748474160138015,clean held-out test set (no pre-training detector reused),0.6473214285714286,0.024848382749326103,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.3,0.3,4,xgboost,750,250,fraction,0.5685333333333333,0.1701117821782827,0.24810351686329046,clean held-out test set (no pre-training detector reused),0.5163690476190477,0.03669699011680139,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.4,0.4,4,logreg,750,250,fraction,0.6809142857142858,0.1618142846130556,0.21947072782175417,clean held-out test set (no pre-training detector reused),0.712797619047619,0.043098607367475394,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.4,0.4,4,xgboost,750,250,fraction,0.5558095238095239,0.21045980457961558,0.27244396401203697,clean held-out test set (no pre-training detector reused),0.5342261904761905,0.13558513027852648,2.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.0,0.0,0,logreg,750,250,fraction,0.7954285714285715,0.08071770514694288,0.16646575608556138,clean held-out test set (no pre-training detector reused),0.777056277056277,0.050674815380697735,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.0,0.0,0,xgboost,750,250,fraction,0.7779047619047619,0.10128037218353712,0.17457983527022133,clean held-out test set (no pre-training detector reused),0.722943722943723,0.05681818181818166,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.03,0.03409090909090909,0,logreg,750,250,fraction,0.796495238095238,0.07725557493031185,0.16621115764985347,clean held-out test set (no pre-training detector reused),0.7792207792207793,0.04851031321619548,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.03,0.03409090909090909,0,xgboost,750,250,fraction,0.7754666666666667,0.10298136194143447,0.17402791040482646,clean held-out test set (no pre-training detector reused),0.696969696969697,0.08477633477633473,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.05,0.045454545454545456,0,logreg,750,250,fraction,0.7950476190476191,0.07625045552405277,0.16673092131610462,clean held-out test set (no pre-training detector reused),0.7813852813852814,0.05054749172396222,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.05,0.045454545454545456,0,xgboost,750,250,fraction,0.7704380952380954,0.09152873538667337,0.17930242667201945,clean held-out test set (no pre-training detector reused),0.7100840336134453,0.08654295051353889,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.1,0.10227272727272728,0,logreg,750,250,fraction,0.7934476190476191,0.08447313880908214,0.16909836723221452,clean held-out test set (no pre-training detector reused),0.777056277056277,0.04834054834054846,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.1,0.10227272727272728,0,xgboost,750,250,fraction,0.7584,0.10535344147402792,0.18219884113771118,clean held-out test set (no pre-training detector reused),0.6680672268907563,0.09482959850606909,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.2,0.20454545454545456,0,logreg,750,250,fraction,0.7976380952380951,0.08205866274698827,0.166196377619246,clean held-out test set (no pre-training detector reused),0.7835497835497836,0.044181308887191184,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.2,0.20454545454545456,0,xgboost,750,250,fraction,0.7820952380952381,0.09289762532769237,0.1716986302937986,clean held-out test set (no pre-training detector reused),0.676470588235294,0.13801353874883293,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.3,0.29545454545454547,0,logreg,750,250,fraction,0.7988571428571428,0.07065819481523211,0.16368990995568472,clean held-out test set (no pre-training detector reused),0.7857142857142857,0.04621848739495804,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.3,0.29545454545454547,0,xgboost,750,250,fraction,0.7776,0.09481331383460201,0.17105137170076729,clean held-out test set (no pre-training detector reused),0.7207792207792207,0.08973665223665228,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.4,0.3977272727272727,0,logreg,750,250,fraction,0.7883428571428571,0.08003690344813416,0.16953224185911214,clean held-out test set (no pre-training detector reused),0.7554112554112554,0.05131143366437485,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.4,0.3977272727272727,0,xgboost,750,250,fraction,0.7733333333333332,0.0898370739328675,0.17845090358212967,clean held-out test set (no pre-training detector reused),0.6932773109243697,0.09243697478991597,3.0
german_credit,tabular,loan_finance,subgroup_dropout,representation_imbalance,content_safety,0.0,0.0,1,logreg,750,250,fraction,0.7891047619047619,0.07739500909516561,0.16939314698575889,clean held-out test set (no pre-training detector reused),0.7904761904761906,0.08644688644688647,3.0
